"","X","upper","lower","pred","obs","type","variable"
"3062",340,5.67412382843424,4.06650632140707,4.870315,5,"Calibration","pH"
"3071",341,6.46334629006535,4.4449007039532,5.4541235,5.4,"Calibration","pH"
"3080",342,6.79043897862978,4.52296510462218,5.656702,5.7,"Calibration","pH"
"3089",343,6.28266718209025,4.38391397177938,5.3332906,5.3,"Calibration","pH"
"3098",344,8.21697768545601,5.29065647744682,6.753817,6.7,"Calibration","pH"
"3107",345,6.0177073806481,4.22266146243052,5.1201844,5.1,"Calibration","pH"
"3116",346,6.19497288712691,4.32331191054155,5.2591424,5.3,"Calibration","pH"
"3125",347,6.30703503638128,4.25534003228327,5.2811875,5.3,"Calibration","pH"
"3134",348,6.25767865669181,4.36631807792733,5.3119984,5.3,"Calibration","pH"
"3143",349,5.86411212037546,4.1752965634014,5.0197043,5,"Calibration","pH"
"3152",350,7.41308918669418,4.88813552186295,6.1506124,5.97,"Calibration","pH"
"3161",351,7.22164609790404,4.82331487774293,6.0224805,5.9,"Calibration","pH"
"3170",352,7.59547435570889,4.92637050818271,6.2609224,6.4,"Calibration","pH"
"3179",353,6.97386485096761,4.69373864176921,5.8338017,5.8,"Calibration","pH"
"3188",354,9.24712581401169,5.64777260060012,7.447449,7.4,"Calibration","pH"
"3197",355,6.95929283931936,4.6702619092158,5.8147774,6,"Calibration","pH"
"3206",356,7.49977014361976,4.90255644024254,6.2011633,6.2,"Calibration","pH"
"3215",357,7.01016552047831,4.65516918105978,5.8326674,5.9,"Calibration","pH"
"3224",358,6.79868428612023,4.62940199470253,5.714043,5.8,"Calibration","pH"
"3233",359,4.95475590378256,3.73407733291178,4.3444166,4.3,"Calibration","pH"
"3242",360,7.83266263858114,5.01078695400919,6.421725,6.5,"Calibration","pH"
"3251",361,7.53878164151251,4.95022249361932,6.244502,6.4,"Calibration","pH"
"3260",362,6.45608227385506,4.45998103486076,5.4580317,5.3,"Calibration","pH"
"3269",363,5.91636132493192,4.21828127608126,5.0673213,5,"Calibration","pH"
"3278",364,5.8964211673309,4.20717361263736,5.0517974,5.1,"Calibration","pH"
"3287",365,7.78173115143629,5.06219337096361,6.4219623,6.42,"Calibration","pH"
"3296",366,6.92177886839107,4.65501480226323,5.788397,5.8,"Calibration","pH"
"3305",367,7.88254720371209,5.05143564540901,6.4669914,6.6,"Calibration","pH"
"3314",368,6.8232952174933,4.63900222208189,5.7311487,5.8,"Calibration","pH"
"3323",369,6.00623197733061,4.25949601949556,5.132864,5.1,"Calibration","pH"
"3332",370,4.74535174746072,3.58285717587912,4.1641045,4.1,"Calibration","pH"
"3341",371,7.54724618894125,4.94287755983804,6.245062,6.12,"Calibration","pH"
"3350",372,5.31176375544843,3.86931801640216,4.590541,4.5,"Calibration","pH"
"3359",373,6.47507425977825,4.47109368608357,5.473084,5.5,"Calibration","pH"
"3368",374,6.12113985046958,4.28451410308266,5.202827,5.3,"Calibration","pH"
"3377",375,7.20651915380044,4.80062768152671,6.0035734,6,"Calibration","pH"
"3386",376,7.20580749274229,4.81037254570986,6.00809,5.92,"Calibration","pH"
"3395",377,7.30916342831719,4.81822934054267,6.0636964,6,"Calibration","pH"
"3404",378,6.32383758028127,4.40006607572459,5.361952,5.26,"Calibration","pH"
"3413",379,5.7379148008152,4.14015507680931,4.939035,4.9,"Calibration","pH"
"3422",380,5.99989171032505,4.24855952258511,5.1242256,5.2,"Calibration","pH"
"3431",381,7.53841459319605,4.9725860400437,6.2555003,6.3,"Calibration","pH"
"3440",382,6.79092879039415,4.59070210712783,5.6908154,5.67,"Calibration","pH"
"3448",383,5.60760904630214,4.00652192751377,4.8070655,4.8,"Calibration","pH"
"3458",384,9.05210219180324,5.52654446804783,7.2893233,7.3,"Calibration","pH"
"3467",385,6.75869395068027,4.60009167859219,5.679393,5.69,"Calibration","pH"
"3475",386,5.87809075865635,4.20580110993496,5.041946,5.1,"Calibration","pH"
"3485",387,7.08455121671188,4.70081388796341,5.8926826,5.78,"Calibration","pH"
"3494",388,6.1569156347839,4.32545283445438,5.241184,5.3,"Calibration","pH"
"3503",389,6.37854170706212,4.40997910592616,5.3942604,5.4,"Calibration","pH"
"3512",390,5.89384508701354,4.20650910762757,5.050177,5.4,"Calibration","pH"
"3521",391,6.2623535446746,4.37060009912423,5.316477,5.2,"Calibration","pH"
"3530",392,6.21888506275068,4.35279119152178,5.285838,5.1,"Calibration","pH"
"3539",393,6.41480104560371,4.43878896599297,5.426795,5.6,"Calibration","pH"
"3548",394,5.03031346805821,3.7369394539999,4.3836265,4.4,"Calibration","pH"
"3557",395,5.15568591392306,3.77606819832059,4.465877,4.5,"Calibration","pH"
"3566",396,6.01708651573919,4.24746655432917,5.1322765,5.1,"Calibration","pH"
"3575",397,6.12661437571326,4.24849815785607,5.1875563,5.2,"Calibration","pH"
"3584",398,5.12922306597967,3.81934241711359,4.4742827,4.4,"Calibration","pH"
"3593",399,5.51032514302138,4.02776270182726,4.769044,4.7,"Calibration","pH"
"3602",400,6.5902225198878,4.4934480962621,5.5418353,5.7,"Calibration","pH"
"3611",401,4.85453611656544,3.66947740272166,4.2620068,4.2,"Calibration","pH"
"3620",402,7.65740452031984,4.9478801705371,6.3026423,6.3,"Calibration","pH"
"3629",403,6.8256952368547,4.61909274227128,5.722394,5.8,"Calibration","pH"
"3638",404,7.70274626707354,4.98553765321454,6.344142,6.4,"Calibration","pH"
"3647",405,6.28213965289104,4.36890137799275,5.3255205,5.3,"Calibration","pH"
"3656",406,5.91411850428443,4.21837832951684,5.0662484,4.9,"Calibration","pH"
"3665",407,8.61065692439377,5.4496791885823,7.030168,6.8,"Calibration","pH"
"3674",408,7.2051995563788,4.79990069386534,6.00255,5.9,"Calibration","pH"
"3683",409,6.52374364119936,4.48982809799741,5.506786,5.51,"Calibration","pH"
"3692",410,5.44857026591317,3.9915380333422,4.720054,4.6,"Calibration","pH"
"3701",411,6.45447861176476,4.44121135252967,5.447845,5.5,"Calibration","pH"
"3710",412,7.99155422840097,5.1373854002001,6.56447,6.3,"Calibration","pH"
"3719",413,6.15148690474169,4.31240603196485,5.2319465,5.2,"Calibration","pH"
"3728",414,7.50953672659953,4.91144754158894,6.210492,6.2,"Calibration","pH"
"3737",415,7.06845141283293,4.72243260511141,5.895442,5.9,"Calibration","pH"
"3746",416,8.50612761927475,5.26650021123062,6.886314,7,"Calibration","pH"
"3755",417,5.86042457760353,4.19057506381492,5.0255,5,"Calibration","pH"
"3764",418,7.74113186628843,5.05563060014223,6.398381,6.7,"Calibration","pH"
"3773",419,5.78649265147888,4.09080951832093,4.938651,4.9,"Calibration","pH"
"3782",420,10.1558058781021,5.99865502888029,8.07723,7.8,"Calibration","pH"
"3791",421,6.21786026588412,4.32007403739957,5.268967,5.3,"Calibration","pH"
"3800",422,5.25913186033827,3.84709124604601,4.5531116,4.5,"Calibration","pH"
"3809",423,7.08072860466723,4.73050682318922,5.9056177,5.9,"Calibration","pH"
"3818",424,5.21786343057639,3.80303157369607,4.5104475,4.5,"Calibration","pH"
"3827",425,6.43336183304265,4.44202249770686,5.437692,5.3,"Calibration","pH"
"3836",426,8.98080909216555,5.52771484887448,7.254262,7.4,"Calibration","pH"
"3845",427,4.78393412304555,3.60390519427623,4.1939197,4.1,"Calibration","pH"
"3854",428,8.12762089807125,5.16587237280278,6.6467466,6.7,"Calibration","pH"
"3863",429,7.20338738339833,4.78941332918712,5.9964004,6.06,"Calibration","pH"
"3872",430,7.3760825904966,4.85031301649803,6.113198,6,"Calibration","pH"
"3881",431,7.43884527660289,4.85504472278676,6.146945,6.2,"Calibration","pH"
"3890",432,6.22001295447714,4.3550688707792,5.287541,5.1,"Calibration","pH"
"3899",433,5.79129535165429,4.08374756368995,4.9375215,5,"Calibration","pH"
"3908",434,6.87847905188874,4.62800688713714,5.753243,5.8,"Calibration","pH"
"3917",435,7.04057468128708,4.72645984935257,5.8835173,6.1,"Calibration","pH"
"3926",436,6.5119835325976,4.48299537212652,5.4974895,5.4,"Calibration","pH"
"3935",437,6.42302313862034,4.37545498790554,5.399239,5.4,"Calibration","pH"
"3944",438,7.28536451485799,4.861345880955,6.073355,6.1,"Calibration","pH"
"3953",439,7.07990292881286,4.71306296016419,5.896483,6,"Calibration","pH"
"3962",440,6.43199560459234,4.42434957210443,5.4281726,5.4,"Calibration","pH"
"3970",441,8.34686310372251,5.28926150717837,6.8180623,7.3,"Calibration","pH"
"3979",442,6.08193366465713,4.28212292256211,5.1820283,5.1,"Calibration","pH"
"3989",443,6.64027222632441,4.54122820855108,5.59075,5.6,"Calibration","pH"
"3998",444,10.2948063043275,6.09782522643423,8.196316,8.2,"Calibration","pH"
"4007",445,6.72464528957826,4.58023294528502,5.652439,5.7,"Calibration","pH"
"4015",446,6.65457313036237,4.45151169324603,5.5530424,5.6,"Calibration","pH"
"4025",447,8.05149697719303,5.11678267063412,6.58414,6.5,"Calibration","pH"
"4034",448,7.29775578866099,4.83708899130728,6.0674224,6.4,"Calibration","pH"
"4043",449,5.18355739730669,3.83052837234663,4.507043,4.6,"Calibration","pH"
"4052",450,6.53902759337591,4.47163543915582,5.5053315,5.6,"Calibration","pH"
"4061",451,6.94306171553921,4.66033183914829,5.801697,5.7,"Calibration","pH"
"4070",452,5.83863215388014,4.16577286778734,5.0022025,5.1,"Calibration","pH"
"4079",453,6.40334114264324,4.41105857659504,5.4072,5.5,"Calibration","pH"
"4088",454,6.04982442970006,4.25974969749721,5.154787,5.1,"Calibration","pH"
"4097",455,7.19092787664994,4.79239808160201,5.991663,5.9,"Calibration","pH"
"4106",456,5.66446752293944,4.07572679773927,4.870097,4.8,"Calibration","pH"
"4115",457,6.75502933857279,4.59200702312155,5.673518,5.6,"Calibration","pH"
"4124",458,6.1233686176463,4.283427837737,5.203398,5.2,"Calibration","pH"
"4133",459,6.25013652310261,4.35138973727337,5.300763,5.3,"Calibration","pH"
"4142",460,6.49196621700069,4.46497061924199,5.4784684,5.4,"Calibration","pH"
"4151",461,7.5223686583317,4.91836525127523,6.220367,6.1,"Calibration","pH"
"4160",462,6.31082363579888,4.39231280829292,5.351568,5.2,"Calibration","pH"
"4169",463,7.5010678310772,4.88992624088324,6.195497,6.2,"Calibration","pH"
"4178",464,6.80862795345725,4.59151948459207,5.7000737,5.9,"Calibration","pH"
"4187",465,7.95872678308927,5.12439928502597,6.541563,6.5,"Calibration","pH"
"4196",466,7.74246950833127,5.0248339584656,6.3836517,6.4,"Calibration","pH"
"4205",467,8.2092924629475,5.26825899731861,6.7387757,6.69,"Calibration","pH"
"4214",468,6.63714454353292,4.51727917015117,5.577212,5.62,"Calibration","pH"
"4223",469,8.13675184036246,5.20534925674448,6.6710505,6.7,"Calibration","pH"
"4232",470,6.02964650116291,4.26651896514569,5.1480827,5,"Calibration","pH"
"4241",471,7.38822804481119,4.87967432945638,6.133951,6.2,"Calibration","pH"
"4250",472,5.60628000808542,4.06848843979056,4.837384,4.9,"Calibration","pH"
"4259",473,6.8021771351829,4.59977274732442,5.700975,5.7,"Calibration","pH"
"4268",474,7.16729122622524,4.73560565487827,5.9514484,6.2,"Calibration","pH"
"4277",475,5.9484367146633,4.22534849499246,5.0868926,5.2,"Calibration","pH"
"4286",476,6.18056751395525,4.27594875191389,5.228258,5.2,"Calibration","pH"
"4295",477,7.48282065126257,4.90773091581507,6.195276,6.3,"Calibration","pH"
"4304",478,6.68780850554262,4.53554583405699,5.611677,5.6,"Calibration","pH"
"4313",479,6.79968049121692,4.59145377086804,5.695567,5.7,"Calibration","pH"
"4322",480,5.59534427846133,4.07559898173154,4.8354716,5.2,"Calibration","pH"
"4331",481,5.65466168518493,4.09619662169983,4.875429,4.7,"Calibration","pH"
"4340",482,7.46945137580724,4.86711268821864,6.168282,6,"Calibration","pH"
"4349",483,6.64640301466633,4.48420459031414,5.565304,5.5,"Calibration","pH"
"4358",484,7.31655285323766,4.8564646485934,6.0865088,6.05,"Calibration","pH"
"4367",485,5.67420162738149,4.11586223065074,4.895032,5,"Calibration","pH"
"4376",486,7.50477729668446,4.88228286872082,6.19353,6.2,"Calibration","pH"
"4385",487,6.65734238396513,4.48849539984835,5.572919,5.7,"Calibration","pH"
"4394",488,4.29611577692503,3.33672914800173,3.8164225,3.8,"Calibration","pH"
"4403",489,4.62473556528088,3.49762752523426,4.0611815,4,"Calibration","pH"
"4412",490,5.17970344792939,3.83515765894316,4.5074306,4.5,"Calibration","pH"
"4421",491,4.99854311476341,3.71232762803444,4.3554354,4.3,"Calibration","pH"
"4430",492,6.34906027875242,4.41151215471926,5.380286,5.3,"Calibration","pH"
"4439",493,6.37534967673597,4.42645105110827,5.4009004,5.4,"Calibration","pH"
"4448",494,5.20647329356415,3.88019853565949,4.543336,4.6,"Calibration","pH"
"4457",495,8.17884644234964,5.23687831198386,6.7078624,6.7,"Calibration","pH"
"4466",496,5.23058767576918,3.87140302399888,4.5509953,4.6,"Calibration","pH"
"4475",497,6.15021735804416,4.30390232426786,5.22706,5.2,"Calibration","pH"
"4484",498,5.93063720510372,4.22658745004764,5.0786123,4.9,"Calibration","pH"
"4493",499,7.16891411851314,4.76838942457768,5.968652,5.9,"Calibration","pH"
"4502",500,6.99778711305406,4.68505704893324,5.841422,5.8,"Calibration","pH"
"4511",501,6.43222044024342,4.41970445599681,5.4259624,5.4,"Calibration","pH"
"4520",502,6.35515666222074,4.40796208167575,5.3815594,5.4,"Calibration","pH"
"4529",503,7.38556095833455,4.88207343345012,6.133817,6,"Calibration","pH"
"4538",504,6.30513647222014,4.294765680795,5.299951,5.5,"Calibration","pH"
"4547",505,5.8738604419771,4.19898406333295,5.0364223,5,"Calibration","pH"
"4556",506,4.19341227808749,3.27617647847379,3.7347944,3.6,"Calibration","pH"
"4565",507,7.15321844315242,4.74837571883488,5.950797,6,"Calibration","pH"
"4574",508,6.76901860602396,4.5937257253359,5.681372,5.7,"Calibration","pH"
"4583",509,7.59524513376442,4.94555782186302,6.2704015,6.2,"Calibration","pH"
"4592",510,8.73346997681206,5.38347815093452,7.058474,7,"Calibration","pH"
"4601",511,8.27223427392753,5.21744601629464,6.74484,6.7,"Calibration","pH"
"4610",512,6.26462046756153,4.33543331966992,5.300027,5.3,"Calibration","pH"
"4619",513,5.73209334278337,4.12424611186751,4.9281697,4.9,"Calibration","pH"
"4628",514,7.6572033446569,5.02070841376595,6.338956,6.46,"Calibration","pH"
"4637",515,5.07445187561323,3.75620226867388,4.415327,4.4,"Calibration","pH"
"4646",516,7.28930788320798,4.80109758096438,6.0452027,5.9,"Calibration","pH"
"4655",517,5.64099135058687,4.03430734020902,4.8376493,4.8,"Calibration","pH"
"4664",518,5.10043445239769,3.80890640606179,4.4546704,4.3,"Calibration","pH"
"4673",519,4.84299901901719,3.61180444777969,4.2274017,4.2,"Calibration","pH"
"4682",520,5.26631530840383,3.88746181409373,4.5768886,4.5,"Calibration","pH"
"4691",521,6.55355260711404,4.49390604156761,5.5237293,6.1,"Calibration","pH"
"4700",522,6.98826841665489,4.6531986777665,5.8207335,5.9,"Calibration","pH"
"4709",523,7.00191886109051,4.6729153903133,5.837417,5.81,"Calibration","pH"
"4718",524,7.65254736483642,4.97535275875978,6.31395,6.4,"Calibration","pH"
"4727",525,5.67273507629571,4.10781301940742,4.890274,4.9,"Calibration","pH"
"4736",526,5.60972792782865,4.05182831606784,4.830778,4.9,"Calibration","pH"
"4745",527,8.73585912879864,5.41828134361347,7.07707,6.9,"Calibration","pH"
"4754",528,7.16018468761725,4.7596761522265,5.9599304,6.3,"Calibration","pH"
"4763",529,6.56486032070557,4.43824865756591,5.5015545,5.5,"Calibration","pH"
"4772",530,7.66347764050584,4.97847105944534,6.3209743,6.4,"Calibration","pH"
"4781",531,7.12605940399775,4.71340859832158,5.919734,5.9,"Calibration","pH"
"4790",532,8.65424818042048,5.41460519787542,7.0344267,7,"Calibration","pH"
"4799",533,6.16001935968545,4.31799081792686,5.239005,5.3,"Calibration","pH"
"4808",534,6.18554644135084,4.33948274108325,5.2625146,5.4,"Calibration","pH"
"4817",535,7.19813288652937,4.80980263745745,6.003968,6.1,"Calibration","pH"
"4826",536,6.48586501963589,4.49290905110385,5.489387,5.4,"Calibration","pH"
"4835",537,7.23417132611498,4.77194649462476,6.003059,6.06,"Calibration","pH"
"4844",538,7.03631778417097,4.68087581934466,5.858597,5.8,"Calibration","pH"
"4853",539,6.61942345639115,4.48941557864303,5.5544195,5.7,"Calibration","pH"
"4862",540,5.87452898872963,4.18359841452964,5.0290637,5,"Calibration","pH"
"4871",541,6.90105753096209,4.61156053391828,5.756309,5.6,"Calibration","pH"
"4880",542,6.41727942686472,4.24393063325491,5.330605,5.3,"Calibration","pH"
"4889",543,6.35463743471992,4.39745492673027,5.376046,5.3,"Calibration","pH"
"4898",544,6.04381686690424,4.28891247269537,5.1663647,5.1,"Calibration","pH"
"4907",545,7.17698873478153,4.75273881953976,5.964864,5.9,"Calibration","pH"
"4916",546,5.18226744879587,3.83744881402152,4.509858,4.6,"Calibration","pH"
"4925",547,5.94243568835973,4.19951587261439,5.070976,5.1,"Calibration","pH"
"4934",548,7.2421695835739,4.78286341355745,6.0125165,6,"Calibration","pH"
"4943",549,7.19424618208581,4.7341805604679,5.9642134,6,"Calibration","pH"
"4951",550,6.91060067885588,4.61152361161043,5.761062,6,"Calibration","pH"
"4960",551,4.52969264138695,3.4578852738047,3.993789,3.9,"Calibration","pH"
"4970",552,6.12849771883648,4.29497850034077,5.211738,5.3,"Calibration","pH"
"4979",553,6.65579493158281,4.49988763219893,5.5778413,5.5,"Calibration","pH"
"4988",554,6.01478665417793,4.26035124712822,5.137569,5.1,"Calibration","pH"
"4997",555,6.31274608430155,4.3727979296755,5.342772,5.4,"Calibration","pH"
"5006",556,6.93083523209985,4.57724429670874,5.75404,5.8,"Calibration","pH"
"5015",557,4.87919059561772,3.68805870247798,4.2836246,4.2,"Calibration","pH"
"5024",558,7.02523454873618,4.60613122732583,5.815683,5.8,"Calibration","pH"
"5033",559,6.46468307356208,4.43712757249505,5.4509053,5.6,"Calibration","pH"
"5042",560,7.59531666167009,4.98001979462873,6.287668,6.5,"Calibration","pH"
"5051",561,5.54998010061832,4.01871210671811,4.784346,4.7,"Calibration","pH"
"5060",562,5.99141058057708,4.2548328962906,5.1231217,5.1,"Calibration","pH"
"5069",563,8.44657193712463,5.38246954389344,6.9145207,6.9,"Calibration","pH"
"5078",564,6.81470083466856,4.58098722227724,5.697844,5.77,"Calibration","pH"
"5087",565,5.8957110775848,4.207177029715,5.051444,5.3,"Calibration","pH"
"5096",566,7.54769071045323,4.86773649749354,6.2077136,6,"Calibration","pH"
"5105",567,6.82698411554881,4.6163180389922,5.721651,5.8,"Calibration","pH"
"5114",568,6.37849798625974,4.42539891773196,5.4019485,5.3,"Calibration","pH"
"5123",569,6.15336991936147,4.30032728522837,5.2268486,5.1,"Calibration","pH"
"5132",570,5.92547694146144,4.2222014337827,5.073839,5.2,"Calibration","pH"
"5141",571,8.65091678648191,5.35614707917971,7.003532,6.9,"Calibration","pH"
"5150",572,7.39069909898111,4.84248666914634,6.116593,6.1,"Calibration","pH"
"5159",573,5.73570568863126,4.11538474258212,4.925545,4.9,"Calibration","pH"
"5168",574,7.39999748379998,4.87970565645881,6.1398516,6.1,"Calibration","pH"
"5177",575,4.9735681504807,3.72552566818385,4.349547,4.2,"Calibration","pH"
"5186",576,5.66116751409088,4.10707246088471,4.88412,4.8,"Calibration","pH"
"5195",577,6.64900901572473,4.50005027992956,5.5745296,5.5,"Calibration","pH"
"5204",578,6.09560479876818,4.30136213543592,5.1984835,5.2,"Calibration","pH"
